reaction,unique_aer_id_number,original_receive_date,number_of_animals_affected,primary_reporter,number_of_animals_treated,drug,onset_date,report_id,type_of_information,receiver.organization,receiver.street_address,receiver.city,receiver.state,receiver.postal_code,receiver.country,health_assessment_prior_to_exposure.assessed_by,animal.species,animal.gender,animal.age.min,animal.age.max,animal.age.unit,animal.age.qualifier,animal.weight.min,animal.weight.max,animal.weight.unit,animal.weight.qualifier,animal.breed.is_crossbred,animal.breed.breed_component,animal.reproductive_status,animal.female_animal_physiological_status,outcome
"[{'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '11', 'veddra_term_code': '118', 'veddra_term_name': 'Hyperactivity'}, {'veddra_version': '11', 'veddra_term_code': '654', 'veddra_term_name': 'Ataxia'}]",USA-USFDACVM-2015-US-066720,19870526,1,Other,1,"[{'route': 'Unknown', 'brand_name': 'MSK', 'dosage_form': 'Injection', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N135780'}, 'atc_vet_code': 'QN02AF01', 'active_ingredients': [{'name': 'Butorphanol Tartrate', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870526,N135780,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Horse,Male,14.00,,Year,Measured,453.590,,Kilogram,Measured,false,Thoroughbred,,NOT APPLICABLE,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '1226', 'veddra_term_name': 'Paddling'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '11', 'veddra_term_code': '668', 'veddra_term_name': 'Collapse'}]",USA-USFDACVM-2015-US-017403,19870529,6,Other,6,"[{'route': 'Unknown', 'brand_name': 'MSK', 'dosage_form': 'Suspension', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N012204'}, 'atc_vet_code': 'QH02AB04', 'active_ingredients': [{'name': 'Methylprednisolone Acetate', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870529,N012204,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Unknown,.00,.00,C17998,Measured,,,,Unknown,false,Dog (unknown),,,"[{'medical_status': 'Died', 'number_of_animals_affected': '6'}]"
"[{'veddra_version': '11', 'veddra_term_code': '2043', 'veddra_term_name': 'Residues in milk'}]",USA-USFDACVM-2015-US-048937,19870529,1,Other,1,"[{'route': 'Intramammary', 'brand_name': 'MSK', 'dosage_form': 'Gel', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N097222'}, 'atc_vet_code': 'QJ51DB08', 'active_ingredients': [{'name': 'Cephapirin Sodium', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870529,N097222,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Female,.00,,C17998,Measured,,,,Unknown,false,Cattle (unknown),,,
"[{'veddra_version': '11', 'veddra_term_code': '2047', 'veddra_term_name': 'Elevated BUN'}, {'veddra_version': '11', 'veddra_term_code': '263', 'veddra_term_name': 'Abdominal pain'}, {'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}]",USA-USFDACVM-2015-US-068296,19870604,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870604,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Male,7.00,,Year,Measured,8.160,,Kilogram,Measured,false,Poodle (unspecified),,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}]",-USFDACVM-2015-FN-003144,19870612,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N138412'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870619,N138412,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,7.00,,Year,Measured,21.770,,Kilogram,Measured,false,Sheepdog - Shetland,,,
"[{'veddra_version': '11', 'veddra_term_code': '493', 'veddra_term_name': 'Hepatitis'}, {'veddra_version': '11', 'veddra_term_code': '981', 'veddra_term_name': 'Death by euthanasia'}, {'veddra_version': '11', 'veddra_term_code': '720', 'veddra_term_name': 'Renal failure'}]",USA-USFDACVM-2015-US-039762,19870616,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N055099'}, 'atc_vet_code': 'QJ01CR02', 'active_ingredients': [{'name': 'Amoxicillin, Clavulanate', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870616,N055099,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,2.00,,Year,Measured,7.710,,Kilogram,Measured,false,Crossbred Canine/dog,,,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '521', 'veddra_term_name': 'Urticaria'}]",USA-USFDACVM-2015-US-056713,19870424,1,Other,4,"[{'route': 'Oral', 'brand_name': 'MSK', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N109722'}, 'atc_vet_code': 'QP52AC07', 'active_ingredients': [{'name': 'Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870424,N109722,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Horse,Female,10.00,,Year,Measured,,,,Unknown,false,Quarter Horse,Intact,Pregnant Nonlactating,
"[{'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '499', 'veddra_term_name': 'Icterus'}, {'veddra_version': '11', 'veddra_term_code': '1030', 'veddra_term_name': 'Ascites'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}, {'veddra_version': '11', 'veddra_term_code': '1942', 'veddra_term_name': 'Elevated liver enzymes'}]",USA-USFDACVM-2015-US-068306,19870611,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870611,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,9.00,,Year,Measured,34.020,,Kilogram,Measured,false,Retriever - Labrador,Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}]",-USFDACVM-2015-FN-003142,19870612,1,Other,450,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N138412'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870619,N138412,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,2.00,,Year,Measured,14.060,,Kilogram,Measured,false,Sheepdog - Shetland,,,
"[{'veddra_version': '2', 'veddra_term_code': '99160', 'veddra_term_name': 'INEFFECTIVE, WORMS'}]",-USFDACVM-2015-FN-001492,19870528,20,Other,20,"[{'route': 'Unknown', 'brand_name': 'MSK', 'dosage_form': 'Suspension', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N128409'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870528,N128409,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Goat,Mixed,12.00,12.00,Month,Measured,29.940,29.940,Kilogram,Measured,false,Swiss Alpine,,,
"[{'veddra_version': '11', 'veddra_term_code': '263', 'veddra_term_name': 'Abdominal pain'}, {'veddra_version': '11', 'veddra_term_code': '302', 'veddra_term_name': 'Diarrhoea'}]",USA-USFDACVM-2015-US-049917,19870421,6,Other,20,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Powder', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N100402'}, 'atc_vet_code': 'QP52AC59', 'active_ingredients': [{'name': 'Mebendazole, Trichlorfon', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870421,N100402,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Horse,Mixed,.00,.00,C17998,Measured,453.590,453.590,Kilogram,Measured,false,Crossbred Equine/horse,,,
"[{'veddra_version': '11', 'veddra_term_code': '696', 'veddra_term_name': 'Paralysis'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '11', 'veddra_term_code': '1019', 'veddra_term_name': 'Stupor'}, {'veddra_version': '11', 'veddra_term_code': '659', 'veddra_term_name': 'Confusion'}]",USA-USFDACVM-2015-US-063480,19870605,4,Other,4,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Suspension', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N128409'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870605,N128409,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Mixed,6.00,6.00,Week,Measured,3.180,3.180,Kilogram,Measured,false,Greyhound,,,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '631', 'veddra_term_name': 'Central nervous system disorder NOS'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '2', 'veddra_term_code': '99629', 'veddra_term_name': 'PR-LIVER, LESION(S)'}]",USA-USFDACVM-2015-US-066368,19870605,22,Other,22,"[{'route': 'Subcutaneous', 'brand_name': 'MSK', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N135008'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870605,N135008,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Pig,Unknown,48.00,48.00,Hour,Measured,1.360,1.360,Kilogram,Measured,false,Crossbred Porcine/Pig,,,"[{'medical_status': 'Died', 'number_of_animals_affected': '22'}]"
"[{'veddra_version': '11', 'veddra_term_code': '981', 'veddra_term_name': 'Death by euthanasia'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '1030', 'veddra_term_name': 'Ascites'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}]",USA-USFDACVM-2015-US-068278,19870513,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870513,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,4.00,,Year,Measured,45.360,,Kilogram,Measured,false,Rottweiler,Neutered,NOT APPLICABLE,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '1032', 'veddra_term_name': 'Fever'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}, {'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}]",USA-USFDACVM-2015-US-068320,19870629,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19980923,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Male,6.00,,Year,Measured,11.340,,Kilogram,Measured,false,Schnauzer (unspecified),Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '163', 'veddra_term_name': 'Leucocytosis'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}]",USA-USFDACVM-2015-US-068294,19870604,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870604,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,6.00,,Year,Measured,20.410,,Kilogram,Measured,false,Crossbred Canine/dog,Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '499', 'veddra_term_name': 'Icterus'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '2049', 'veddra_term_name': 'Elevated AST'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}]",USA-USFDACVM-2015-US-068276,19870513,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870513,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,2.00,,Year,Measured,27.220,,Kilogram,Measured,false,Rottweiler,,,
"[{'veddra_version': '11', 'veddra_term_code': '317', 'veddra_term_name': 'Melaena'}, {'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '499', 'veddra_term_name': 'Icterus'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '1942', 'veddra_term_name': 'Elevated liver enzymes'}]",USA-USFDACVM-2015-US-068304,19870605,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870605,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,8.00,,Year,Measured,34.020,,Kilogram,Measured,false,Crossbred Canine/dog,Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}]",USA-USFDACVM-2015-US-070329,19870407,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Paste', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N138954'}, 'atc_vet_code': 'QP52AC59', 'active_ingredients': [{'name': 'Mebendazole, Trichlorfon', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870407,N138954,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Horse,Unknown,.00,,C17998,Measured,,,,Unknown,false,Thoroughbred,,,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '2', 'veddra_term_code': '99627', 'veddra_term_name': 'PR-KIDNEY(S), LESION(S)'}, {'veddra_version': '2', 'veddra_term_code': '99629', 'veddra_term_name': 'PR-LIVER, LESION(S)'}, {'veddra_version': '2', 'veddra_term_code': '99679', 'veddra_term_name': 'PR-SPLEEN, LESION(S)'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}]",USA-USFDACVM-2015-US-068282,19870521,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870521,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,11.00,,Year,Measured,7.710,,Kilogram,Measured,false,Basenji,,,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
